timestamp,tweet_text,username,all_hashtags,followers_count,,Primary,Secondary
,,,,,,,
7/11/19 16:14,b'Broke: Singapore is a free market utopia   Woke: Singapore is a socialist utopia because everyone lives in public housing   Bespoke: Singapore is a neoliberal utopia because the fact that everyone lives in public housing blocks means there are no NIMBYS',b'DIorioNathaniel',[],2657,,I,EA
,,,,,,,
7/11/19 16:14,b'Local lawmakers said one of the most pressing needs for federal involvement is the expansion and modernization of public housing.\xc2\xa0https://t.co/WsvlVlP2BZ',b'routefifty',[],5656,,N,N
,,,,,,,
7/11/19 16:13,b'The problems that smoking causes for public housing:  https://t.co/FAs7fH7moo #nchph #HealthyHomes #publichousing',b'NCHPHorg',"['nchph', 'HealthyHomes', 'publichousing']",646,,N,N
,,,,,,,
7/11/19 16:10,"b'Hey Democrats, before you demand ""public health care"" I suggest you look at ""public housing."" Do you really want your life to depend on an inept bureaucracy ?'",b'Colony14',[],3814,,C,F
,,,,,,,
7/11/19 16:09,"b'@QuintonLucasKC Thanks for your swift response. I hope the day comes when below market rent &amp; PUBLIC housing get same attention of luxury developers. I voted for you, read/wrote about/critiqued your housing proposal &amp; hope you can focus attention on disadvantaged Kansas Citians. Have a good day'",b'Mohn_Jichael',[],242,,PD,F
,,,,,,,
7/11/19 16:06,"b'@waltshaub On the other hand, the Mayor also tooksteps to divert funds from the sport funds to pay repairs at public housing for which the bids to repair were made by questionable political favored companies!'",b'hebrwn',[],144,,PD,F
,,,,,,,
7/11/19 16:06,"b""With the help of a dedicated crew of clients and testers, we have worked hard to make MRI's vision for public and #affordablehousing a reality. Visit us at @NAHROnational in Boston this week to speak with our team! https://t.co/NW78qd62aZ #PHA https://t.co/nH0tlC8hus""",b'mrisoftware',"['affordablehousing', 'PHA']",2162,,N,S
,,,,,,,
7/11/19 16:05,"b""@SylvesterDemps3 @SimonHarrisTD If there are people working in a household the rent can often match a mortgage but so many people look down on social/public housing and consider it's free""",b'mgtmaryrose',[],2122,,C,F
,,,,,,,
7/11/19 16:04,b'Friday on #Fronteras: Our @MarfaRadio colleague @celizario talks with @ajcorchado and @AngelaKBorder about reporting on the border. And...young people living in San Antonio public housing get paid to do art all day. Fri at noon @TPRNews  Download the Fronteras podcast! https://t.co/6dcqjwd8z5',b'NormDog1',['Fronteras'],402,,C,F
,,,,,,,
7/11/19 16:01,"b'Could increasing spending on social services improve healthcare?  ""One reason the United States spends more on health care than any other nation ... is that we spend far less on social services like food stamps, free school lunches and public housing.""  https://t.co/XZK2AXMV0Z'",b'STLPromiseZone',[],943,,Q,F
,,,,,,,
7/11/19 16:00,"b'\xe2\x80\x9cThis proposed rule change isn\xe2\x80\x99t about fairness or reining in scarce public resources,\xe2\x80\x9d Louise Carroll, commissioner of the city\xe2\x80\x99s Department of Housing Preservation and Development, said in a statement. \xe2\x80\x9cIt\xe2\x80\x99s about weaponizing immigration status and... https://t.co/wupgYpUYLW'",b'HousingJustice3',[],70,,PD,EA
,,,,,,,
7/11/19 15:58,b'The Delaware where @JoeBiden began his career was still emerging from Jim Crow. He supported public housing &amp; civil rights but also sent empathetic signals to whites upset about integration. Read @evanhalper on the straddles Biden would rather not discuss. https://t.co/YdAkkX1VDw',b'DavidLauter',[],7849,,C,N
,,,,,,,
7/11/19 15:55,"b'That\xe2\x80\x99s because the democrats, starting with Lyndon Johnson, placed them in public housing with just enough free stuff to allow them to exist and not EVER get ahead. You do remember what he said? You, Harris pig, was and still is the problem, NOT the solution. https://t.co/9ofsCqLEt0'",b'dontalley',[],4150,,C,EA
,,,,,,,
7/11/19 15:55,"b'@KamalaHarris That\xe2\x80\x99s because the democrats, starting with Lyndon Johnson, placed them in public housing with just enough free stuff to allow them to exist and not EVER get ahead. You do remember what he said? You, Harris pig, was and still is the problem, NOT the solution.'",b'dontalley',[],4150,,C,EA
,,,,,,,
7/11/19 15:54,"b'@paul_d_collins @AhoraMadrid This is from El Mundo newspaper, which is not neutral. You forgot to mention the reduction of the enormous debt left by @GrupoPPMadrid, not selling public housing to vulture funds, the success of Madrid Central. In my district the streets are much cleaner than under Botella.'",b'jsianj',[],1349,,I,EA
,,,,,,,
7/11/19 15:49,"b'@Mara_Skvrl @nikoCSFB @Fiorella_im It\xe2\x80\x99s not \xe2\x80\x9csymbolic\xe2\x80\x9d , it\xe2\x80\x99s extremely concrete, practical and could even gain GOP support. Real people are barred from public housing or evicted because- for ex. a teen gets caught w drugs.- or evicted because a guest is loud in the parking lot, with no recourse. This fixes that'",b'DesireeCPO30',[],392,,C,EA
,,,,,,,
7/11/19 15:48,"b'If public housing residents got out of the ""the porter will take care of it cuz it\'s their job"" mentality, niggas would be a lot more comfortable where they live.'",b'SirBreadicus',[],117,,C,EA
,,,,,,,
7/11/19 15:48,b'Dublin City Council are committed to building public housing on public land. If government or management stand in the way of this we will call them out on it. People have had enough - we must deliver now. https://t.co/dmxNEBCWH1',b'CatzStocker',[],1288,,IR,EA
,,,,,,,
7/11/19 15:45,b'Secretary Ben Carson to Move Illegal Aliens Out of Public Housing  https://t.co/1b2BZS2uRV',b'VickiTaylor7',[],714,,N,N
,,,,,,,
7/11/19 15:45,"b""@maccoinnich @BranBrez @pdx4all But please don't act like championing one, developer-led stopgap measure means that y'all are actually invested in solutions to houselessness. Make free public housing a real part of any of your work and we can talk. Until then, proof's in the pudding.""",b'pdxassembly',[],342,,C,F
,,,,,,,
7/11/19 15:45,"b""(oh and they're demoing 100+ more public housing units but don't worry now they're offering them first pick)""",b'thebetterozzy',[],43,,C,F
,,,,,,,
7/11/19 15:44,"b'WOW this is surely a replacement. how the fuck is this ""philanthropy."" all it does is fuck over those in particularly dire straits while keeping those doing okay, all while privatizing housing. God damn. I\'m sure the public housing was in horrible condition, but this doesn\'t fix'",b'thebetterozzy',[],43,,C,EA
,,,,,,,
7/11/19 15:44,"b'jfc it\'s worse than I thought it\'s ""not for profit"" philanthropic gentrification. yknow the kind where they demolish 300 public housing units and 10(!) years later open 101 units, minimum ~$500 a month for a 1 bed 1 bath apt IF YOU APPLY FOR THE HIGHEST SUBSIDIES'",b'thebetterozzy',[],43,,C,EA
,,,,,,,
7/11/19 15:35,b'AOC And Kamala Harris File Bill Protecting Drug Offenders From Losing Public Housing | Marijuana Moment https://t.co/58OEZOyA0f',b'obtusemental2',[],299,,N,N
,,,,,,,
7/11/19 15:34,"b'#ThursdayThoughts   Foreign invaders? REMEMBER. They work under false ID show no income in real name.  Illegal for US citizens but not for them  We support them, their money goes home, .. Secretary Ben Carson to Move Illegal Aliens Out of Public Housing  https://t.co/1rSeJeOrJ8'",b'Hendricks_D',['ThursdayThoughts'],68,,C,EA
,,,,,,,
7/11/19 15:32,b'Public housing to them Virgin Islands they say that them mulaboys be wilding bitch go get my album \xf0\x9f\x8e\xbc',b'MULABOYSKEE',[],1134,,C,EA
,,,,,,,
7/11/19 15:31,b'ACLU-CT and Connecticut Coalition to End Homelessness file public comment opposing federal proposed rule on \xe2\x80\x9cmixed-status\xe2\x80\x9d families in public housing and Section 8 programs https://t.co/W9PJ4NzeA5',b'AnthonyHowardC',[],1095,,PD,N
,,,,,,,
7/11/19 15:30,"b'""We need more homes of all kinds. That means market-rate, subsidized affordable, public housing, and vouchers."" said Matthew Lewis of California YIMBY. Matt Lewis of N4MN added ""And in order to do that, we need our cities to be zoned to allow them.""'",b'avocadoplex',[],675,,N,F
,,,,,,,
7/11/19 15:29,"b'@SenKamalaHarris @AOC In the past, being a convicted felon disqualified you from living in public housing.  Has that been changed?'",b'JanePeay',[],359,,C,EA
,,,,,,,
7/11/19 15:26,"b'Nashville Fire says there was at least one working smoke alarm in Edgehill public housing unit that caught fire nearly 2 weeks ago. The fire killed two men, whose funerals are tomorrow. *The Dept previously told News 2 there were no working smoke alarms but issued a correction. https://t.co/szcnFGzRjd'",b'JessicaJagsTV',[],3241,,M,EA
,,,,,,,
7/11/19 15:25,"b'@ReiTheHispanic @kevyna30 @TwitterMoments I think there should held short term  at the places they use now and every child that comes in should have to do a DNA test with whoever they came with and if they match then you move them into a public housing unit, or have apartments they live in until there claim is dealt with'",b'ColeBertrand3',[],3,,C,F
,,,,,,,
7/11/19 15:20,"b'Actually on consideration the sign does acknowledge the public housing, because the walking path walks around it, not through.'",b'zora',[],3669,,C,EA
,,,,,,,
7/11/19 15:20,b'I love it when real estate developers just pretend there\xe2\x80\x99s no giant public housing complex between their condos and their customers. https://t.co/My2j874Pqw',b'zora',[],3669,,C,F
,,,,,,,
7/11/19 15:20,"b'The proposed Fair Chance Housing Act of 2019 would reform the federal government\xe2\x80\x99s eviction policies, making it easier for those with a criminal history to receive and maintain public housing. #AffordableHousing   https://t.co/qxVLxht1JA'",b'SafetyNetUJC',['AffordableHousing'],317,,PD,N
,,,,,,,
7/11/19 15:16,b'NH woman living in public housing told to take down her Trump 2020 flag https://t.co/lfc5hvZlL8 via @WGME',b'bangordailynews',[],92018,,N,N
,,,,,,,
7/11/19 15:13,"b""How can we #SAVENYCHA? What lessons can we learn from London?   Read this new op-ed in @CrainsNewYork by @chpcny's Exec. Director, Jessica Katz--&gt; https://t.co/jWGwNtE3Nh""",b'chpcny',['SAVENYCHA'],813,,I,N
,,,,,,,
7/11/19 15:09,"b'Commish Carroll of @NYCHousing on proposed HUD rule on mixed status families: this isn\xe2\x80\x99t about fairness or reining in scarce public resources, it\xe2\x80\x99s about weaponizing immigration status and pushing 25k families across the country out of their homes https://t.co/3HJqCI7EnH'",b'ElizabethWisman',[],1711,,PD,EA
,,,,,,,
7/11/19 15:08,"b'\xe2\x80\x9cIn fact, the agency\xe2\x80\x99s analysis indicates that fewer households from the wait list would get housing than the number of families evicted.\xe2\x80\x9c Bottom line, this is not about the wait list, will exacerbate homelessness and will actually hurt PHA\xe2\x80\x99s financially. https://t.co/kvuBK81b5U'",b'mkingviehland',[],128,,C,F
,,,,,,,
7/11/19 15:08,"b'@CCEHtweets\'s @Richard_S_Cho and @acluct submitted a public comment opposing @HUDgov\'s proposed anti-immigrant rule change seeking to ban ""mixed-status"" families from living in Section 8 or public housing. Please join us in speaking out against this cruel and senseless proposal. https://t.co/GvBtOGyGY3'",b'DavidMcGuireEsq',[],7228,,PD,EA
,,,,,,,
7/11/19 15:07,"b'Edgehill Fire: NFD reverses initial findings, says public housing unit had 1 working smoke alarm. Open app for more.  https://t.co/1dtwi182XG  (Via WKRN News)'",b'CB_Cotton',[],817,,M,N
,,,,,,,
7/11/19 15:03,"b'#TBT from 1998!   During the last Ordinance hearing on the Affordable Housing Overlay, there was a great deal of concern about the look of subsidized housing. We already have subsidized housing that is beautiful and adds character to the neighborhood.  https://t.co/YgXZ2wj2Qq https://t.co/J0yXcVi8dH'",b'abmusgrave',['TBT'],131,,C,S
,,,,,,,
7/11/19 15:03,"b'@tonydwagner The problem is, wages have not kept up with rents and a trade agreement has stacked the situation against renters.   We need to get rid of the GATS so we can build public housing for non-wealthy people again.    It and its progeny are blocking the entire progressive agenda.'",b'policyspacexyz',[],809,,C,EA
,,,,,,,
7/11/19 15:03,"b'DCHA plans to demolish or partially gut some 30% of DC\'s public housing stock, and allow private developers to rebuild and manage these properties. Per DCist, the agency blames ""disinvestment from HUD and the large amount of time that has... https://t.co/91jpzxMyEh'",b'PrologueDC',[],218,,PD,N
,,,,,,,
7/11/19 15:01,b'Smoke-free public housing reduces secondhand smoke by 46 percent https://t.co/hbGtQSGs7E https://t.co/erSiAVjIPh',b'ManageAffordabl',[],19,,N,N
,,,,,,,
7/11/19 15:00,"b'\xe2\x80\x9cThe 25,000 families represent about 0.5% of the total number of households currently living in public housing or using a voucher. Compare that to recent estimates of the number of households on waiting lists: 1.6 million for public housing and 2.8... https://t.co/j1qZAUGHmA'",b'HousingJustice3',[],70,,N,F
,,,,,,,
7/11/19 15:00,"b'New post (Kamala Harris, Alexandria Ocasio-Cortez push for public housing for ex-convicts) has been published on An Outlook In The Daily News - https://t.co/LYJ9y57HwP'",b'bird45',[],2843,,N,N
,,,,,,,
7/11/19 15:00,b'Demolishing public housing in Wellston may be put on hold by St. Louis County Executive | Political Fix | https://t.co/ioMV5YW4as https://t.co/D73LY0paM4',b'davolifor',[],1,,N,N
,,,,,,,
7/11/19 14:58,"b""Dear @Amazon.com &amp; @AmazonPrimeNow I'm canceling my Prime membership because your @UPS drivers in zip 55421 can't deliver to my door. Too scared to deliver to public housing? Pussies. Boo!""",b'ALEsmiol',[],299,,C,EA
,,,,,,,
