timestamp,tweet_text,username,all_hashtags,followers_count,,Primary,Secondary
7/9/19 17:42,"b'@drschweitzer @keynesianr @ShaneDPhillips @elpaavo @mc_lens @DanImmergluck Good to look at these things holistically, but largest public housing authority NYCHA spends 2x what private landlords do on opex, and the buildings are still poisoning kids with lead at higher rates than private housing. The inefficiency seems like a real problem'",b'MarketUrbanism',[],27724,,C,F
7/9/19 17:42,"b'One leader does not transform our nation. @janeosanders visits everyday heroes of SF Chinatown- Lee who led nation\xe2\x80\x99s 1st public housing rent strike in 1978 +families who live in 6x10 unit organizing for affordable homes. Join us- it\xe2\x80\x99s not just a campaign, it\xe2\x80\x99s a movement #NotMeUS https://t.co/uLeYemVNVk'",b'JaneKim',['NotMeUS'],31879,,C,S
7/9/19 17:40,"b'Let\xe2\x80\x99s worry @SDG2030,it\xe2\x80\x99s in plain view can\xe2\x80\x99t b hidden behind a finger:violence of all types, hunger,poor public housing cost  higher bad conditions,high percentage older people world over in poverty,no health services:2 trillionaires+12 men globalNorth own what 3 1/2 billion own'",b'benavides_marta',[],603,,C,F
7/9/19 17:40,"b'Let\xe2\x80\x99s worry @SDG2030,it\xe2\x80\x99s in plain view can\xe2\x80\x99t b hidden behind a finger:violence of all types, hunger,poor public housing cost  higher bad conditions,high percentage older people world over in poverty,no health services:2 trillionaires+12 men globalNorth own what 3 1/2 billion own https://t.co/SQX5HcOy3T'",b'benavides_marta',[],603,,C,F
7/9/19 17:40,"b'@globalcompact @UN @GlobalGoalsUN @UNDESA Let\xe2\x80\x99s worry @SDG2030,it\xe2\x80\x99s in plain view can\xe2\x80\x99t b hidden behind a finger:violence of all types, hunger,poor public housing cost  higher bad conditions,high percentage older people world over in poverty,no health services:2 trillionaires+12 men globalNorth own what 3 1/2 billion own'",b'benavides_marta',[],603,,C,F
7/9/19 17:35,"b'@AOC Humanitarian crisis your party created, by denying there was a crisis at the boarder in the first place. Denying funding for a wall and increased security. And WTH does public housing have to do with it.'",b'SandyTrombly',[],25,,C,EA
7/9/19 17:29,"b'@ShaneDPhillips @drschweitzer @elpaavo @mc_lens @DanImmergluck This is going to be an unpopular opinion here, but to me the evidence is that public housing is very inefficient (by that I mean only a fraction--perhaps 50 percent--of the subsidy winds up helping people).  The literature on this is, however, pretty old, and needs revisiting.'",b'keynesianr',[],2015,,C,F
7/9/19 17:26,b'\xf0\x9f\x9a\xa8TODAY\xf0\x9f\x9a\xa8 is the last day to submit comments on the proposed #HUD regulation that will harm mixed-status #immigrant families living in public housing!  #bioethics #publichealth https://t.co/V4Ic1VCFTo',b'faBioethics',"['HUD', 'immigrant', 'bioethics', 'publichealth']",707,,C,N
7/9/19 17:26,b'@amosilly @Wrlds4mostXpert @realDonaldTrFan Put before homeless people on the streets. There taking up public housing.',b'TheGentleDonN',[],5,,C,F
7/9/19 17:19,"b""Correct, though very important note many centerist Dems also participate in underfunding public housing, healtcare, but there's always enough money for a war. https://t.co/QvoYmcnCTm""",b'eee_eff',[],1744,,C,F
