timestamp,tweet_text,username,all_hashtags,followers_count,,Primary,Secondary
,,,,,,,
7/9/19 16:55,b'@AndrewGiambrone 7000 of the city\xe2\x80\x99s 8000 public housing units are in severe need of repair. Tell @marycheh to shut up and worry about that.',b'JaVonniBrustow',[],88577,,C,F
,,,,,,,
7/9/19 15:30,"b'With its properties home to approximately 400,000 residents, NYCHA operates the nation\xe2\x80\x99s largest public-housing program, but its physical stock and finances need serious repair. https://t.co/6OYZXKP37b https://t.co/FT9azE40dz'",b'TheBeatMI',[],7585,,M,N
,,,,,,,
7/8/19 12:55,"b""@charliekirk11 Tell me about your plans to solve homelessness. We could increase taxes to provide a better social safety net. We could declare eminent domain and repair millions of abandoned houses. We could institute rent controls and build public housing. I don't see you advocating that.""",b'thtopofmyvoice',[],58,,C,F
,,,,,,,
7/8/19 12:01,"b'Correctly stating that we will need different strategies to take on housing affordability: more supply, rental subsidies, better zoning rules.   We also need to preserve and repair the affordable housing that we have!   That includes public housing.'",b'nahroceo',[],1933,,C,F
,,,,,,,
7/5/19 14:30,"b'With its properties home to approximately 400,000 residents, NYCHA operates the nation\xe2\x80\x99s largest public-housing program, but its physical stock and finances need serious repair. https://t.co/6OYZXKP37b https://t.co/v0AMKNYaQp'",b'TheBeatMI',[],7585,,M,N
,,,,,,,
7/4/19 21:29,"b'@Dil37343036 Although the Dillon Rule is an obstacle, it cannot be a permanent hurdle to progress.We need to repair the current units to a liveable level, and develop publicly owned replacements in the next 5-10 years as well as develop a plan for long-term public housing growth.'",b'DaSilvaRVA',[],268,,C,F
,,,,,,,
7/4/19 13:00,"b""A public housing tenant thought she wouldn't need to put in a NYCHA repair request so soon after her kitchen was fixed. But the original problem is back. And NYCHA isn't. https://t.co/j2a7n2cHhP""",b'NY1',[],446534,,M,F
,,,,,,,
7/3/19 16:28,"b'With its properties home to approximately 400,000 residents, NYCHA operates the nation\xe2\x80\x99s largest public-housing program, but its physical stock and finances need serious repair. https://t.co/6OYZXKP37b https://t.co/5ELUZNGfSH'",b'TheBeatMI',[],7585,,M,N
